series_id,year,period,value,footnote_codes,Series,Activity,Age group,Gender
TUU10101AA01000293,2015,A01,8.36,,Avg hrs per day,Sleeping,45-54 yrs,MenAndWomen
TUU10101AA01000293,2016,A01,8.45,,Avg hrs per day,Sleeping,45-54 yrs,MenAndWomen
TUU10101AA01000293,2017,A01,8.5,,Avg hrs per day,Sleeping,45-54 yrs,MenAndWomen
TUU10101AA01000293,2018,A01,8.5,,Avg hrs per day,Sleeping,45-54 yrs,MenAndWomen
TUU10101AA01000293,2019,A01,8.54,,Avg hrs per day,Sleeping,45-54 yrs,MenAndWomen
TUU10101AA01000293,2020,A01,           -,M,Avg hrs per day,Sleeping,45-54 yrs,MenAndWomen
TUU10101AA01000293,2021,A01,8.65,,Avg hrs per day,Sleeping,45-54 yrs,MenAndWomen
TUU10101AA01000293,2022,A01,8.73,,Avg hrs per day,Sleeping,45-54 yrs,MenAndWomen
TUU10101AA01000293,2023,A01,8.78,,Avg hrs per day,Sleeping,45-54 yrs,MenAndWomen
TUU10101AA01000309,2003,A01,8.36,,Avg hrs per day,Sleeping,55-64 yrs,MenAndWomen
TUU10101AA01000309,2004,A01,8.3,,Avg hrs per day,Sleeping,55-64 yrs,MenAndWomen
TUU10101AA01000309,2005,A01,8.28,,Avg hrs per day,Sleeping,55-64 yrs,MenAndWomen
TUU10101AA01000309,2006,A01,8.4,,Avg hrs per day,Sleeping,55-64 yrs,MenAndWomen
TUU10101AA01000309,2007,A01,8.26,,Avg hrs per day,Sleeping,55-64 yrs,MenAndWomen
TUU10101AA01000309,2008,A01,8.26,,Avg hrs per day,Sleeping,55-64 yrs,MenAndWomen
TUU10101AA01000309,2009,A01,8.43,,Avg hrs per day,Sleeping,55-64 yrs,MenAndWomen
TUU10101AA01000309,2010,A01,8.5,,Avg hrs per day,Sleeping,55-64 yrs,MenAndWomen
TUU10101AA01000309,2011,A01,8.47,,Avg hrs per day,Sleeping,55-64 yrs,MenAndWomen
TUU10101AA01000309,2012,A01,8.47,,Avg hrs per day,Sleeping,55-64 yrs,MenAndWomen
TUU10101AA01000309,2013,A01,8.49,,Avg hrs per day,Sleeping,55-64 yrs,MenAndWomen
TUU10101AA01000309,2014,A01,8.43,,Avg hrs per day,Sleeping,55-64 yrs,MenAndWomen
TUU10101AA01000309,2015,A01,8.51,,Avg hrs per day,Sleeping,55-64 yrs,MenAndWomen
TUU10101AA01000309,2016,A01,8.53,,Avg hrs per day,Sleeping,55-64 yrs,MenAndWomen
TUU10101AA01000309,2017,A01,8.41,,Avg hrs per day,Sleeping,55-64 yrs,MenAndWomen
TUU10101AA01000309,2018,A01,8.66,,Avg hrs per day,Sleeping,55-64 yrs,MenAndWomen
TUU10101AA01000309,2019,A01,8.63,,Avg hrs per day,Sleeping,55-64 yrs,MenAndWomen
TUU10101AA01000309,2020,A01,           -,M,Avg hrs per day,Sleeping,55-64 yrs,MenAndWomen
TUU10101AA01000309,2021,A01,8.74,,Avg hrs per day,Sleeping,55-64 yrs,MenAndWomen
TUU10101AA01000309,2022,A01,8.77,,Avg hrs per day,Sleeping,55-64 yrs,MenAndWomen
TUU10101AA01000309,2023,A01,8.9,,Avg hrs per day,Sleeping,55-64 yrs,MenAndWomen
TUU10101AA01000310,2003,A01,8.86,,Avg hrs per day,Sleeping,65 yrs and over,MenAndWomen
TUU10101AA01000310,2004,A01,8.86,,Avg hrs per day,Sleeping,65 yrs and over,MenAndWomen
TUU10101AA01000310,2005,A01,8.96,,Avg hrs per day,Sleeping,65 yrs and over,MenAndWomen
TUU10101AA01000310,2006,A01,8.91,,Avg hrs per day,Sleeping,65 yrs and over,MenAndWomen
TUU10101AA01000310,2007,A01,8.91,,Avg hrs per day,Sleeping,65 yrs and over,MenAndWomen
TUU10101AA01000310,2008,A01,8.94,,Avg hrs per day,Sleeping,65 yrs and over,MenAndWomen
TUU10101AA01000310,2009,A01,8.91,,Avg hrs per day,Sleeping,65 yrs and over,MenAndWomen
TUU10101AA01000310,2010,A01,9.02,,Avg hrs per day,Sleeping,65 yrs and over,MenAndWomen
TUU10101AA01000310,2011,A01,9.08,,Avg hrs per day,Sleeping,65 yrs and over,MenAndWomen
TUU10101AA01000310,2012,A01,8.84,,Avg hrs per day,Sleeping,65 yrs and over,MenAndWomen
TUU10101AA01000310,2013,A01,8.87,,Avg hrs per day,Sleeping,65 yrs and over,MenAndWomen
TUU10101AA01000310,2014,A01,9,,Avg hrs per day,Sleeping,65 yrs and over,MenAndWomen
TUU10101AA01000310,2015,A01,8.97,,Avg hrs per day,Sleeping,65 yrs and over,MenAndWomen
TUU10101AA01000310,2016,A01,8.94,,Avg hrs per day,Sleeping,65 yrs and over,MenAndWomen
TUU10101AA01000310,2017,A01,8.84,,Avg hrs per day,Sleeping,65 yrs and over,MenAndWomen
TUU10101AA01000310,2018,A01,8.98,,Avg hrs per day,Sleeping,65 yrs and over,MenAndWomen
TUU10101AA01000310,2019,A01,8.86,,Avg hrs per day,Sleeping,65 yrs and over,MenAndWomen
TUU10101AA01000310,2020,A01,           -,M,Avg hrs per day,Sleeping,65 yrs and over,MenAndWomen
TUU10101AA01000310,2021,A01,9.01,,Avg hrs per day,Sleeping,65 yrs and over,MenAndWomen
TUU10101AA01000310,2022,A01,9.12,,Avg hrs per day,Sleeping,65 yrs and over,MenAndWomen
TUU10101AA01000310,2023,A01,9.15,,Avg hrs per day,Sleeping,65 yrs and over,MenAndWomen
TUU10101AA01000355,2003,A01,8.3,,Avg hrs per day,Sleeping,25-34 yrs,Men
TUU10101AA01000355,2004,A01,8.42,,Avg hrs per day,Sleeping,25-34 yrs,Men
TUU10101AA01000355,2005,A01,8.44,,Avg hrs per day,Sleeping,25-34 yrs,Men
TUU10101AA01000355,2006,A01,8.4,,Avg hrs per day,Sleeping,25-34 yrs,Men
TUU10101AA01000355,2007,A01,8.45,,Avg hrs per day,Sleeping,25-34 yrs,Men
TUU10101AA01000355,2008,A01,8.48,,Avg hrs per day,Sleeping,25-34 yrs,Men
TUU10101AA01000355,2009,A01,8.48,,Avg hrs per day,Sleeping,25-34 yrs,Men
TUU10101AA01000355,2010,A01,8.28,,Avg hrs per day,Sleeping,25-34 yrs,Men
TUU10101AA01000355,2011,A01,8.37,,Avg hrs per day,Sleeping,25-34 yrs,Men
TUU10101AA01000355,2012,A01,8.55,,Avg hrs per day,Sleeping,25-34 yrs,Men
TUU10101AA01000355,2013,A01,8.45,,Avg hrs per day,Sleeping,25-34 yrs,Men
TUU10101AA01000355,2014,A01,8.62,,Avg hrs per day,Sleeping,25-34 yrs,Men
TUU10101AA01000355,2015,A01,8.79,,Avg hrs per day,Sleeping,25-34 yrs,Men
TUU10101AA01000355,2016,A01,8.54,,Avg hrs per day,Sleeping,25-34 yrs,Men
TUU10101AA01000355,2017,A01,8.47,,Avg hrs per day,Sleeping,25-34 yrs,Men
TUU10101AA01000355,2018,A01,8.65,,Avg hrs per day,Sleeping,25-34 yrs,Men
TUU10101AA01000355,2019,A01,8.68,,Avg hrs per day,Sleeping,25-34 yrs,Men
TUU10101AA01000355,2020,A01,           -,M,Avg hrs per day,Sleeping,25-34 yrs,Men
TUU10101AA01000355,2021,A01,9.06,,Avg hrs per day,Sleeping,25-34 yrs,Men
TUU10101AA01000355,2022,A01,8.92,,Avg hrs per day,Sleeping,25-34 yrs,Men
TUU10101AA01000355,2023,A01,8.78,,Avg hrs per day,Sleeping,25-34 yrs,Men
TUU10101AA01000371,2003,A01,8.2,,Avg hrs per day,Sleeping,35-44 yrs,Men
TUU10101AA01000371,2004,A01,8.2,,Avg hrs per day,Sleeping,35-44 yrs,Men
TUU10101AA01000371,2005,A01,8.36,,Avg hrs per day,Sleeping,35-44 yrs,Men
TUU10101AA01000371,2006,A01,8.28,,Avg hrs per day,Sleeping,35-44 yrs,Men
TUU10101AA01000371,2007,A01,8.28,,Avg hrs per day,Sleeping,35-44 yrs,Men
TUU10101AA01000371,2008,A01,8.31,,Avg hrs per day,Sleeping,35-44 yrs,Men
TUU10101AA01000371,2009,A01,8.28,,Avg hrs per day,Sleeping,35-44 yrs,Men
TUU10101AA01000371,2010,A01,8.29,,Avg hrs per day,Sleeping,35-44 yrs,Men
TUU10101AA01000371,2011,A01,8.35,,Avg hrs per day,Sleeping,35-44 yrs,Men
TUU10101AA01000371,2012,A01,8.33,,Avg hrs per day,Sleeping,35-44 yrs,Men
TUU10101AA01000371,2013,A01,8.37,,Avg hrs per day,Sleeping,35-44 yrs,Men
TUU10101AA01000371,2014,A01,8.19,,Avg hrs per day,Sleeping,35-44 yrs,Men
TUU10101AA01000371,2015,A01,8.67,,Avg hrs per day,Sleeping,35-44 yrs,Men
TUU10101AA01000371,2016,A01,8.41,,Avg hrs per day,Sleeping,35-44 yrs,Men
TUU10101AA01000371,2017,A01,8.36,,Avg hrs per day,Sleeping,35-44 yrs,Men
TUU10101AA01000371,2018,A01,8.47,,Avg hrs per day,Sleeping,35-44 yrs,Men
TUU10101AA01000371,2019,A01,8.32,,Avg hrs per day,Sleeping,35-44 yrs,Men
TUU10101AA01000371,2020,A01,           -,M,Avg hrs per day,Sleeping,35-44 yrs,Men
TUU10101AA01000371,2021,A01,8.49,,Avg hrs per day,Sleeping,35-44 yrs,Men
TUU10101AA01000371,2022,A01,8.6,,Avg hrs per day,Sleeping,35-44 yrs,Men
TUU10101AA01000371,2023,A01,8.59,,Avg hrs per day,Sleeping,35-44 yrs,Men
TUU10101AA01000372,2003,A01,8.08,,Avg hrs per day,Sleeping,45-54 yrs,Men
TUU10101AA01000372,2004,A01,8.11,,Avg hrs per day,Sleeping,45-54 yrs,Men
TUU10101AA01000372,2005,A01,8.03,,Avg hrs per day,Sleeping,45-54 yrs,Men
TUU10101AA01000372,2006,A01,8.2,,Avg hrs per day,Sleeping,45-54 yrs,Men
TUU10101AA01000372,2007,A01,8.18,,Avg hrs per day,Sleeping,45-54 yrs,Men
TUU10101AA01000372,2008,A01,8.16,,Avg hrs per day,Sleeping,45-54 yrs,Men
TUU10101AA01000372,2009,A01,8.17,,Avg hrs per day,Sleeping,45-54 yrs,Men
TUU10101AA01000372,2010,A01,8.15,,Avg hrs per day,Sleeping,45-54 yrs,Men
TUU10101AA01000372,2011,A01,8.23,,Avg hrs per day,Sleeping,45-54 yrs,Men
TUU10101AA01000372,2012,A01,8.38,,Avg hrs per day,Sleeping,45-54 yrs,Men
TUU10101AA01000372,2013,A01,8.4,,Avg hrs per day,Sleeping,45-54 yrs,Men
TUU10101AA01000372,2014,A01,8.46,,Avg hrs per day,Sleeping,45-54 yrs,Men
TUU10101AA01000372,2015,A01,8.22,,Avg hrs per day,Sleeping,45-54 yrs,Men
TUU10101AA01000372,2016,A01,8.17,,Avg hrs per day,Sleeping,45-54 yrs,Men
TUU10101AA01000372,2017,A01,8.47,,Avg hrs per day,Sleeping,45-54 yrs,Men
TUU10101AA01000372,2018,A01,8.46,,Avg hrs per day,Sleeping,45-54 yrs,Men
TUU10101AA01000372,2019,A01,8.51,,Avg hrs per day,Sleeping,45-54 yrs,Men
TUU10101AA01000372,2020,A01,           -,M,Avg hrs per day,Sleeping,45-54 yrs,Men
TUU10101AA01000372,2021,A01,8.44,,Avg hrs per day,Sleeping,45-54 yrs,Men
TUU10101AA01000372,2022,A01,8.68,,Avg hrs per day,Sleeping,45-54 yrs,Men
TUU10101AA01000372,2023,A01,8.7,,Avg hrs per day,Sleeping,45-54 yrs,Men
TUU10101AA01000388,2003,A01,8.32,,Avg hrs per day,Sleeping,55-64 yrs,Men
TUU10101AA01000388,2004,A01,8.3,,Avg hrs per day,Sleeping,55-64 yrs,Men
TUU10101AA01000388,2005,A01,8.2,,Avg hrs per day,Sleeping,55-64 yrs,Men
TUU10101AA01000388,2006,A01,8.32,,Avg hrs per day,Sleeping,55-64 yrs,Men
TUU10101AA01000388,2007,A01,8.32,,Avg hrs per day,Sleeping,55-64 yrs,Men
TUU10101AA01000388,2008,A01,8.24,,Avg hrs per day,Sleeping,55-64 yrs,Men
TUU10101AA01000388,2009,A01,8.37,,Avg hrs per day,Sleeping,55-64 yrs,Men
TUU10101AA01000388,2010,A01,8.51,,Avg hrs per day,Sleeping,55-64 yrs,Men
TUU10101AA01000388,2011,A01,8.4,,Avg hrs per day,Sleeping,55-64 yrs,Men
TUU10101AA01000388,2012,A01,8.31,,Avg hrs per day,Sleeping,55-64 yrs,Men
TUU10101AA01000388,2013,A01,8.52,,Avg hrs per day,Sleeping,55-64 yrs,Men
TUU10101AA01000388,2014,A01,8.35,,Avg hrs per day,Sleeping,55-64 yrs,Men
TUU10101AA01000388,2015,A01,8.38,,Avg hrs per day,Sleeping,55-64 yrs,Men
TUU10101AA01000388,2016,A01,8.45,,Avg hrs per day,Sleeping,55-64 yrs,Men
TUU10101AA01000388,2017,A01,8.3,,Avg hrs per day,Sleeping,55-64 yrs,Men
TUU10101AA01000388,2018,A01,8.64,,Avg hrs per day,Sleeping,55-64 yrs,Men
TUU10101AA01000388,2019,A01,8.48,,Avg hrs per day,Sleeping,55-64 yrs,Men
TUU10101AA01000388,2020,A01,           -,M,Avg hrs per day,Sleeping,55-64 yrs,Men
TUU10101AA01000388,2021,A01,8.64,,Avg hrs per day,Sleeping,55-64 yrs,Men
TUU10101AA01000388,2022,A01,8.57,,Avg hrs per day,Sleeping,55-64 yrs,Men
TUU10101AA01000388,2023,A01,8.75,,Avg hrs per day,Sleeping,55-64 yrs,Men
TUU10101AA01000389,2003,A01,8.89,,Avg hrs per day,Sleeping,65 yrs and over,Men
TUU10101AA01000389,2004,A01,8.76,,Avg hrs per day,Sleeping,65 yrs and over,Men
TUU10101AA01000389,2005,A01,8.98,,Avg hrs per day,Sleeping,65 yrs and over,Men
TUU10101AA01000389,2006,A01,9.03,,Avg hrs per day,Sleeping,65 yrs and over,Men
TUU10101AA01000389,2007,A01,8.91,,Avg hrs per day,Sleeping,65 yrs and over,Men
TUU10101AA01000389,2008,A01,8.95,,Avg hrs per day,Sleeping,65 yrs and over,Men
TUU10101AA01000389,2009,A01,8.83,,Avg hrs per day,Sleeping,65 yrs and over,Men
TUU10101AA01000389,2010,A01,9,,Avg hrs per day,Sleeping,65 yrs and over,Men
TUU10101AA01000389,2011,A01,9.05,,Avg hrs per day,Sleeping,65 yrs and over,Men
TUU10101AA01000389,2012,A01,8.81,,Avg hrs per day,Sleeping,65 yrs and over,Men
TUU10101AA01000389,2013,A01,8.83,,Avg hrs per day,Sleeping,65 yrs and over,Men
TUU10101AA01000389,2014,A01,8.96,,Avg hrs per day,Sleeping,65 yrs and over,Men
TUU10101AA01000389,2015,A01,8.97,,Avg hrs per day,Sleeping,65 yrs and over,Men
TUU10101AA01000389,2016,A01,8.9,,Avg hrs per day,Sleeping,65 yrs and over,Men
TUU10101AA01000389,2017,A01,8.75,,Avg hrs per day,Sleeping,65 yrs and over,Men
TUU10101AA01000389,2018,A01,8.89,,Avg hrs per day,Sleeping,65 yrs and over,Men
TUU10101AA01000389,2019,A01,8.96,,Avg hrs per day,Sleeping,65 yrs and over,Men
TUU10101AA01000389,2020,A01,           -,M,Avg hrs per day,Sleeping,65 yrs and over,Men
TUU10101AA01000389,2021,A01,8.93,,Avg hrs per day,Sleeping,65 yrs and over,Men
TUU10101AA01000389,2022,A01,9.05,,Avg hrs per day,Sleeping,65 yrs and over,Men
TUU10101AA01000389,2023,A01,9.14,,Avg hrs per day,Sleeping,65 yrs and over,Men
TUU10101AA01000434,2003,A01,8.73,,Avg hrs per day,Sleeping,25-34 yrs,Women
TUU10101AA01000434,2004,A01,8.51,,Avg hrs per day,Sleeping,25-34 yrs,Women
TUU10101AA01000434,2005,A01,8.85,,Avg hrs per day,Sleeping,25-34 yrs,Women
TUU10101AA01000434,2006,A01,8.75,,Avg hrs per day,Sleeping,25-34 yrs,Women
TUU10101AA01000434,2007,A01,8.69,,Avg hrs per day,Sleeping,25-34 yrs,Women
TUU10101AA01000434,2008,A01,8.6,,Avg hrs per day,Sleeping,25-34 yrs,Women
TUU10101AA01000434,2009,A01,8.61,,Avg hrs per day,Sleeping,25-34 yrs,Women
TUU10101AA01000434,2010,A01,8.89,,Avg hrs per day,Sleeping,25-34 yrs,Women
TUU10101AA01000434,2011,A01,8.83,,Avg hrs per day,Sleeping,25-34 yrs,Women
TUU10101AA01000434,2012,A01,8.97,,Avg hrs per day,Sleeping,25-34 yrs,Women
TUU10101AA01000434,2013,A01,8.85,,Avg hrs per day,Sleeping,25-34 yrs,Women
TUU10101AA01000434,2014,A01,8.91,,Avg hrs per day,Sleeping,25-34 yrs,Women
TUU10101AA01000434,2015,A01,8.96,,Avg hrs per day,Sleeping,25-34 yrs,Women
TUU10101AA01000434,2016,A01,8.87,,Avg hrs per day,Sleeping,25-34 yrs,Women
TUU10101AA01000434,2017,A01,9.04,,Avg hrs per day,Sleeping,25-34 yrs,Women
TUU10101AA01000434,2018,A01,8.91,,Avg hrs per day,Sleeping,25-34 yrs,Women
TUU10101AA01000434,2019,A01,9.08,,Avg hrs per day,Sleeping,25-34 yrs,Women
TUU10101AA01000434,2020,A01,           -,M,Avg hrs per day,Sleeping,25-34 yrs,Women
TUU10101AA01000434,2021,A01,9.02,,Avg hrs per day,Sleeping,25-34 yrs,Women
TUU10101AA01000434,2022,A01,9.21,,Avg hrs per day,Sleeping,25-34 yrs,Women
TUU10101AA01000434,2023,A01,9.14,,Avg hrs per day,Sleeping,25-34 yrs,Women
TUU10101AA01000450,2003,A01,8.48,,Avg hrs per day,Sleeping,35-44 yrs,Women
TUU10101AA01000450,2004,A01,8.3,,Avg hrs per day,Sleeping,35-44 yrs,Women
TUU10101AA01000450,2005,A01,8.38,,Avg hrs per day,Sleeping,35-44 yrs,Women
TUU10101AA01000450,2006,A01,8.49,,Avg hrs per day,Sleeping,35-44 yrs,Women
TUU10101AA01000450,2007,A01,8.41,,Avg hrs per day,Sleeping,35-44 yrs,Women
TUU10101AA01000450,2008,A01,8.44,,Avg hrs per day,Sleeping,35-44 yrs,Women
TUU10101AA01000450,2009,A01,8.53,,Avg hrs per day,Sleeping,35-44 yrs,Women
TUU10101AA01000450,2010,A01,8.5,,Avg hrs per day,Sleeping,35-44 yrs,Women
TUU10101AA01000450,2011,A01,8.51,,Avg hrs per day,Sleeping,35-44 yrs,Women
TUU10101AA01000450,2012,A01,8.69,,Avg hrs per day,Sleeping,35-44 yrs,Women
TUU10101AA01000450,2013,A01,8.67,,Avg hrs per day,Sleeping,35-44 yrs,Women
TUU10101AA01000450,2014,A01,8.63,,Avg hrs per day,Sleeping,35-44 yrs,Women
TUU10101AA01000450,2015,A01,8.68,,Avg hrs per day,Sleeping,35-44 yrs,Women
TUU10101AA01000450,2016,A01,8.58,,Avg hrs per day,Sleeping,35-44 yrs,Women
TUU10101AA01000450,2017,A01,8.77,,Avg hrs per day,Sleeping,35-44 yrs,Women
TUU10101AA01000450,2018,A01,8.63,,Avg hrs per day,Sleeping,35-44 yrs,Women
TUU10101AA01000450,2019,A01,8.78,,Avg hrs per day,Sleeping,35-44 yrs,Women
TUU10101AA01000450,2020,A01,           -,M,Avg hrs per day,Sleeping,35-44 yrs,Women
TUU10101AA01000450,2021,A01,8.79,,Avg hrs per day,Sleeping,35-44 yrs,Women
TUU10101AA01000450,2022,A01,8.87,,Avg hrs per day,Sleeping,35-44 yrs,Women
TUU10101AA01000450,2023,A01,8.92,,Avg hrs per day,Sleeping,35-44 yrs,Women
TUU10101AA01000451,2003,A01,8.26,,Avg hrs per day,Sleeping,45-54 yrs,Women
TUU10101AA01000451,2004,A01,8.23,,Avg hrs per day,Sleeping,45-54 yrs,Women
TUU10101AA01000451,2005,A01,8.36,,Avg hrs per day,Sleeping,45-54 yrs,Women
TUU10101AA01000451,2006,A01,8.4,,Avg hrs per day,Sleeping,45-54 yrs,Women
TUU10101AA01000451,2007,A01,8.29,,Avg hrs per day,Sleeping,45-54 yrs,Women
TUU10101AA01000451,2008,A01,8.39,,Avg hrs per day,Sleeping,45-54 yrs,Women
TUU10101AA01000451,2009,A01,8.42,,Avg hrs per day,Sleeping,45-54 yrs,Women
TUU10101AA01000451,2010,A01,8.36,,Avg hrs per day,Sleeping,45-54 yrs,Women
TUU10101AA01000451,2011,A01,8.51,,Avg hrs per day,Sleeping,45-54 yrs,Women
TUU10101AA01000451,2012,A01,8.46,,Avg hrs per day,Sleeping,45-54 yrs,Women
TUU10101AA01000451,2013,A01,8.61,,Avg hrs per day,Sleeping,45-54 yrs,Women
TUU10101AA01000451,2014,A01,8.68,,Avg hrs per day,Sleeping,45-54 yrs,Women
TUU10101AA01000451,2015,A01,8.49,,Avg hrs per day,Sleeping,45-54 yrs,Women
TUU10101AA01000451,2016,A01,8.71,,Avg hrs per day,Sleeping,45-54 yrs,Women
TUU10101AA01000451,2017,A01,8.52,,Avg hrs per day,Sleeping,45-54 yrs,Women
TUU10101AA01000451,2018,A01,8.54,,Avg hrs per day,Sleeping,45-54 yrs,Women
TUU10101AA01000451,2019,A01,8.57,,Avg hrs per day,Sleeping,45-54 yrs,Women
TUU10101AA01000451,2020,A01,           -,M,Avg hrs per day,Sleeping,45-54 yrs,Women
TUU10101AA01000451,2021,A01,8.84,,Avg hrs per day,Sleeping,45-54 yrs,Women
TUU10101AA01000451,2022,A01,8.78,,Avg hrs per day,Sleeping,45-54 yrs,Women
TUU10101AA01000451,2023,A01,8.85,,Avg hrs per day,Sleeping,45-54 yrs,Women
TUU10101AA01000467,2003,A01,8.39,,Avg hrs per day,Sleeping,55-64 yrs,Women
TUU10101AA01000467,2004,A01,8.3,,Avg hrs per day,Sleeping,55-64 yrs,Women
TUU10101AA01000467,2005,A01,8.35,,Avg hrs per day,Sleeping,55-64 yrs,Women
TUU10101AA01000467,2006,A01,8.47,,Avg hrs per day,Sleeping,55-64 yrs,Women
TUU10101AA01000467,2007,A01,8.2,,Avg hrs per day,Sleeping,55-64 yrs,Women
TUU10101AA01000467,2008,A01,8.29,,Avg hrs per day,Sleeping,55-64 yrs,Women
